"Online.boarding","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Inflight.entertainment","Leg.room.service","Checkin.service","On.board.service","Ease.of.Online.booking","satisfaction"
5,2075,3,3,5,5,3,5,3,"satisfied"
2,362,2,5,4,5,4,3,2,"neutral or dissatisfied"
3,1846,1,1,5,5,4,5,1,"satisfied"
4,2382,4,4,5,5,5,5,2,"satisfied"
5,2681,5,5,4,4,4,4,5,"satisfied"
4,1947,3,3,4,4,3,4,3,"satisfied"
4,2139,4,5,3,5,3,5,4,"neutral or dissatisfied"
3,209,3,5,3,1,2,2,5,"neutral or dissatisfied"
5,1199,5,2,5,4,1,4,2,"satisfied"
4,3036,4,4,5,5,3,5,4,"satisfied"
2,850,2,4,1,3,4,5,2,"neutral or dissatisfied"
1,600,1,5,5,5,4,4,1,"neutral or dissatisfied"
4,2976,3,3,4,4,4,4,3,"satisfied"
4,2418,2,2,5,5,5,5,2,"satisfied"
1,672,1,5,3,5,5,5,1,"neutral or dissatisfied"
3,366,3,4,4,2,3,5,3,"neutral or dissatisfied"
2,583,2,2,4,5,3,4,2,"neutral or dissatisfied"
3,304,3,0,2,4,2,4,3,"neutral or dissatisfied"
2,759,2,4,1,2,3,4,2,"neutral or dissatisfied"
0,237,1,5,4,3,4,3,0,"neutral or dissatisfied"
1,251,1,0,2,2,4,4,1,"neutral or dissatisfied"
4,2771,1,4,1,1,1,1,4,"neutral or dissatisfied"
4,308,1,1,5,5,2,5,1,"satisfied"
0,265,1,5,2,5,3,3,0,"neutral or dissatisfied"
3,691,3,4,3,4,2,3,2,"neutral or dissatisfied"
3,679,3,4,2,3,3,5,3,"neutral or dissatisfied"
4,2454,2,3,2,3,4,2,3,"neutral or dissatisfied"
2,793,2,3,2,5,3,3,1,"neutral or dissatisfied"
4,3015,1,1,5,4,5,5,1,"satisfied"
4,147,4,4,4,1,5,3,4,"satisfied"
4,1670,1,1,3,5,5,5,1,"satisfied"
4,2590,3,3,4,4,5,4,3,"satisfied"
3,752,3,3,1,5,4,2,3,"neutral or dissatisfied"
3,591,3,5,2,2,1,2,3,"neutral or dissatisfied"
4,183,4,4,4,5,1,4,4,"satisfied"
4,177,4,5,2,4,3,2,4,"neutral or dissatisfied"
5,3124,5,5,4,5,3,4,5,"satisfied"
3,954,3,3,2,1,2,2,3,"neutral or dissatisfied"
4,610,3,3,4,4,1,4,3,"satisfied"
2,192,2,5,5,3,3,3,2,"neutral or dissatisfied"
5,2464,1,1,4,4,5,4,1,"satisfied"
5,399,5,1,5,5,1,5,1,"satisfied"
1,611,1,3,2,1,2,3,1,"neutral or dissatisfied"
5,3545,4,4,5,4,5,4,4,"satisfied"
5,1389,5,0,3,4,3,3,5,"satisfied"
5,190,3,4,2,3,3,2,3,"neutral or dissatisfied"
1,3204,1,1,4,4,1,4,4,"satisfied"
5,2474,4,5,5,5,4,5,4,"satisfied"
1,251,1,5,1,4,1,3,3,"neutral or dissatisfied"
5,762,1,1,4,5,3,4,1,"satisfied"
5,102,4,4,5,5,4,3,4,"satisfied"
4,2061,1,3,1,1,1,1,3,"neutral or dissatisfied"
3,666,2,0,5,4,4,4,3,"neutral or dissatisfied"
5,223,5,4,4,2,5,4,5,"satisfied"
5,479,1,5,4,5,2,4,5,"neutral or dissatisfied"
4,3647,3,3,5,5,5,5,3,"satisfied"
1,299,1,5,1,3,1,3,5,"neutral or dissatisfied"
5,2125,1,1,5,3,5,3,1,"satisfied"
4,366,1,3,4,1,2,4,1,"neutral or dissatisfied"
5,679,3,3,5,4,3,5,5,"satisfied"
3,821,3,1,4,4,1,4,3,"neutral or dissatisfied"
3,236,3,4,3,3,3,5,3,"neutral or dissatisfied"
4,928,4,5,5,3,4,5,4,"satisfied"
5,546,3,3,3,3,4,3,3,"neutral or dissatisfied"
2,2172,2,5,3,4,4,4,2,"neutral or dissatisfied"
3,3251,2,2,3,5,3,4,2,"satisfied"
5,223,5,1,5,4,4,1,1,"satisfied"
1,946,1,4,1,3,4,4,4,"neutral or dissatisfied"
4,2125,4,2,5,5,3,1,4,"neutral or dissatisfied"
5,748,4,4,4,4,3,4,4,"satisfied"
4,2411,2,2,5,5,3,5,2,"satisfied"
1,321,1,4,4,4,1,4,1,"neutral or dissatisfied"
4,1121,4,4,3,3,5,3,4,"neutral or dissatisfied"
2,364,3,1,3,4,3,3,4,"neutral or dissatisfied"
4,1117,4,5,1,4,3,5,4,"neutral or dissatisfied"
1,565,1,2,4,3,1,3,2,"neutral or dissatisfied"
5,1828,1,1,2,2,4,2,1,"satisfied"
4,1379,4,4,3,4,4,3,4,"neutral or dissatisfied"
4,442,2,2,4,5,5,4,2,"satisfied"
3,3193,3,3,5,5,4,5,3,"satisfied"
3,462,4,3,4,5,1,1,5,"neutral or dissatisfied"
2,3180,4,2,5,4,3,5,4,"satisfied"
1,366,1,5,3,3,3,4,1,"neutral or dissatisfied"
3,557,3,5,3,1,4,1,3,"neutral or dissatisfied"
3,2521,2,2,2,4,3,1,2,"neutral or dissatisfied"
3,230,3,5,1,5,5,2,3,"neutral or dissatisfied"
5,957,5,5,5,5,3,5,5,"satisfied"
3,366,3,5,4,5,1,3,3,"neutral or dissatisfied"
5,1965,4,4,5,5,4,5,4,"satisfied"
5,1598,2,2,5,3,2,4,2,"satisfied"
2,1546,2,3,2,2,1,4,3,"neutral or dissatisfied"
2,605,2,4,2,4,3,5,2,"neutral or dissatisfied"
5,2721,2,2,4,4,5,4,2,"satisfied"
4,3882,3,3,4,4,4,4,3,"satisfied"
2,603,2,5,4,5,3,5,2,"neutral or dissatisfied"
5,719,1,4,2,1,5,2,1,"neutral or dissatisfied"
3,2292,2,5,2,2,3,2,5,"neutral or dissatisfied"
2,683,2,4,1,4,5,5,2,"neutral or dissatisfied"
2,700,2,4,4,4,4,3,2,"neutral or dissatisfied"
3,632,3,1,4,2,3,1,3,"neutral or dissatisfied"
4,248,2,2,4,4,5,4,2,"satisfied"
2,257,2,5,4,1,1,1,2,"neutral or dissatisfied"
2,341,2,2,2,1,1,5,2,"neutral or dissatisfied"
2,931,2,4,4,3,5,4,2,"neutral or dissatisfied"
1,2282,1,2,4,4,1,3,2,"neutral or dissatisfied"
4,1464,4,4,5,3,3,5,4,"satisfied"
2,1039,2,2,2,1,1,2,2,"neutral or dissatisfied"
1,647,1,2,4,4,2,2,1,"neutral or dissatisfied"
1,543,1,1,1,1,3,3,1,"neutral or dissatisfied"
1,338,1,4,4,4,4,1,1,"neutral or dissatisfied"
2,3093,2,4,5,5,3,5,2,"satisfied"
3,862,3,5,1,3,5,3,3,"neutral or dissatisfied"
4,1516,0,4,2,2,3,2,0,"satisfied"
5,3788,0,5,4,4,3,4,0,"satisfied"
4,502,3,4,5,3,5,5,3,"neutral or dissatisfied"
4,1069,4,2,4,1,1,3,2,"neutral or dissatisfied"
5,723,3,3,4,3,1,4,3,"neutral or dissatisfied"
4,356,4,5,2,3,4,3,4,"neutral or dissatisfied"
3,721,3,1,3,5,1,3,4,"neutral or dissatisfied"
3,83,2,3,3,2,3,3,3,"neutral or dissatisfied"
2,2004,2,3,2,5,4,4,3,"neutral or dissatisfied"
4,332,4,1,4,1,3,1,4,"neutral or dissatisfied"
5,236,1,1,5,5,3,5,1,"satisfied"
5,2232,1,1,5,5,4,5,5,"satisfied"
4,3797,0,4,5,5,3,5,1,"satisfied"
4,130,4,2,4,2,3,1,4,"neutral or dissatisfied"
2,1529,4,1,4,4,2,4,2,"neutral or dissatisfied"
3,925,3,3,3,4,3,5,3,"neutral or dissatisfied"
4,1744,1,1,5,5,3,5,3,"satisfied"
3,425,4,1,4,2,3,2,3,"neutral or dissatisfied"
2,642,2,2,5,4,4,5,2,"neutral or dissatisfied"
5,2391,1,1,5,5,4,5,4,"satisfied"
1,419,1,4,5,3,2,4,1,"neutral or dissatisfied"
5,1235,3,3,5,5,3,5,3,"satisfied"
2,950,3,1,2,5,3,1,2,"neutral or dissatisfied"
2,334,4,3,3,4,1,3,3,"neutral or dissatisfied"
3,2209,3,3,5,5,5,5,3,"satisfied"
4,451,4,3,4,2,4,4,3,"satisfied"
1,239,1,1,5,5,4,5,1,"neutral or dissatisfied"
4,1532,1,2,1,1,2,1,2,"neutral or dissatisfied"
2,261,2,0,3,2,5,4,2,"neutral or dissatisfied"
2,2475,2,1,1,3,2,3,2,"neutral or dissatisfied"
4,2288,5,5,4,4,3,4,5,"satisfied"
3,1171,3,5,4,5,4,5,3,"neutral or dissatisfied"
3,993,3,4,3,5,3,5,3,"neutral or dissatisfied"
1,2486,1,3,1,4,1,1,1,"neutral or dissatisfied"
5,2196,3,3,2,2,4,2,3,"satisfied"
4,356,2,2,2,2,3,2,2,"neutral or dissatisfied"
3,331,3,3,2,5,3,4,3,"neutral or dissatisfied"
4,763,2,4,2,2,4,2,2,"neutral or dissatisfied"
4,224,4,1,4,4,2,3,1,"neutral or dissatisfied"
4,2676,2,2,4,4,5,4,3,"satisfied"
3,697,3,3,2,5,2,1,3,"neutral or dissatisfied"
3,846,3,3,1,4,1,2,3,"neutral or dissatisfied"
1,991,1,1,1,5,2,1,1,"neutral or dissatisfied"
5,2475,1,4,1,3,1,2,1,"neutral or dissatisfied"
4,259,4,5,5,3,5,3,4,"satisfied"
4,2987,2,2,3,3,4,3,2,"satisfied"
5,3891,3,3,5,4,1,4,3,"satisfied"
4,2218,4,4,4,4,3,2,4,"neutral or dissatisfied"
1,438,5,2,5,5,1,5,2,"satisfied"
3,550,3,0,4,2,5,4,3,"neutral or dissatisfied"
5,2101,2,2,5,1,5,1,2,"satisfied"
2,2241,4,4,4,4,1,4,4,"neutral or dissatisfied"
1,1199,1,2,4,3,3,4,1,"neutral or dissatisfied"
5,1416,1,1,2,2,5,2,1,"satisfied"
2,337,2,5,3,4,4,3,2,"neutral or dissatisfied"
3,1011,3,2,3,3,1,3,2,"neutral or dissatisfied"
1,900,4,3,4,4,4,4,4,"satisfied"
2,1013,2,2,4,4,5,5,2,"neutral or dissatisfied"
5,2253,3,2,5,3,5,5,3,"satisfied"
1,391,1,4,2,3,5,5,1,"neutral or dissatisfied"
4,666,3,5,3,3,2,3,5,"neutral or dissatisfied"
5,2368,3,5,5,5,2,5,3,"satisfied"
2,760,2,2,3,5,5,3,2,"neutral or dissatisfied"
2,366,2,2,1,5,2,1,2,"neutral or dissatisfied"
4,1158,4,4,2,4,3,1,4,"neutral or dissatisfied"
4,964,2,1,4,2,2,4,2,"neutral or dissatisfied"
4,357,4,3,3,1,2,3,4,"neutral or dissatisfied"
1,812,1,1,4,5,3,3,1,"neutral or dissatisfied"
4,295,4,2,1,3,1,2,4,"neutral or dissatisfied"
3,889,3,3,3,5,4,4,3,"neutral or dissatisfied"
5,2571,1,5,4,4,3,4,1,"satisfied"
5,3887,5,5,4,4,3,4,5,"satisfied"
5,3805,0,0,1,1,5,1,0,"satisfied"
3,920,2,5,2,2,1,2,5,"neutral or dissatisfied"
4,2611,4,4,5,5,3,5,1,"satisfied"
4,971,4,5,5,3,3,4,4,"neutral or dissatisfied"
2,647,2,2,5,4,5,5,2,"neutral or dissatisfied"
4,1936,2,2,5,5,1,5,2,"satisfied"
5,1428,5,5,5,3,2,2,5,"satisfied"
4,2322,2,5,2,2,3,2,5,"neutral or dissatisfied"
3,2454,3,1,3,2,3,5,1,"neutral or dissatisfied"
4,190,4,4,5,5,5,5,4,"satisfied"
4,173,3,3,5,5,5,5,3,"satisfied"
1,95,1,4,1,1,3,2,1,"neutral or dissatisfied"
2,140,2,4,2,1,5,1,2,"neutral or dissatisfied"
0,391,0,0,3,4,2,1,0,"satisfied"
5,1423,5,5,2,3,5,4,5,"satisfied"
4,1399,4,2,4,4,5,4,2,"satisfied"
4,2248,5,5,5,5,1,5,3,"satisfied"
4,563,3,4,2,4,4,2,4,"neutral or dissatisfied"
5,3928,4,4,4,4,5,4,4,"satisfied"
4,109,4,5,3,4,4,3,4,"neutral or dissatisfied"
3,630,3,1,3,3,3,3,1,"neutral or dissatisfied"
4,3984,2,2,4,4,4,4,5,"satisfied"
3,268,3,3,1,3,2,2,3,"neutral or dissatisfied"
4,1041,3,3,3,3,3,3,3,"neutral or dissatisfied"
3,3634,3,3,4,4,4,4,3,"neutral or dissatisfied"
1,129,1,1,1,3,2,3,1,"neutral or dissatisfied"
3,175,4,4,3,3,4,3,4,"neutral or dissatisfied"
3,748,3,4,3,4,3,5,4,"neutral or dissatisfied"
3,1050,3,3,4,5,1,4,3,"neutral or dissatisfied"
2,708,2,2,5,3,4,1,2,"neutral or dissatisfied"
4,284,4,5,1,3,5,5,4,"neutral or dissatisfied"
5,573,3,3,5,5,4,5,4,"satisfied"
2,721,2,5,5,5,3,4,2,"neutral or dissatisfied"
5,173,5,5,5,4,2,3,5,"satisfied"
4,419,3,3,5,5,5,5,3,"satisfied"
3,1346,3,3,4,3,2,4,3,"neutral or dissatisfied"
2,1005,2,1,2,2,1,4,2,"neutral or dissatisfied"
4,445,4,4,4,4,1,4,4,"satisfied"
2,918,2,4,2,2,4,4,2,"neutral or dissatisfied"
4,2502,2,4,2,2,2,2,4,"neutral or dissatisfied"
1,337,1,1,2,2,4,5,1,"neutral or dissatisfied"
3,1751,4,3,2,2,4,3,3,"neutral or dissatisfied"
4,2212,3,5,3,3,2,3,5,"neutral or dissatisfied"
4,397,4,4,1,3,1,4,4,"satisfied"
4,3512,5,5,3,3,3,3,5,"satisfied"
4,501,3,3,4,4,4,4,3,"satisfied"
2,337,3,4,5,5,3,5,2,"neutral or dissatisfied"
4,2888,5,5,4,4,4,4,5,"satisfied"
3,1849,3,3,2,3,4,1,3,"neutral or dissatisfied"
3,413,3,4,1,2,3,4,3,"neutral or dissatisfied"
2,1056,2,2,4,1,2,5,2,"neutral or dissatisfied"
4,1542,2,2,3,3,4,3,2,"satisfied"
2,588,2,4,3,5,4,3,2,"neutral or dissatisfied"
4,937,4,3,1,3,1,2,4,"satisfied"
4,192,4,2,2,4,2,5,2,"neutral or dissatisfied"
4,1121,3,3,4,4,3,4,3,"satisfied"
4,1874,2,1,5,1,2,5,1,"neutral or dissatisfied"
4,3630,2,2,4,4,4,4,2,"satisfied"
4,1179,4,3,4,1,3,2,3,"satisfied"
4,1050,5,5,4,4,3,4,5,"satisfied"
5,529,3,3,5,2,5,5,3,"satisfied"
1,503,1,4,5,4,2,2,1,"neutral or dissatisfied"
1,762,1,2,1,1,1,3,2,"neutral or dissatisfied"
2,763,2,2,1,4,3,5,2,"neutral or dissatisfied"
3,1262,3,3,3,4,3,3,3,"neutral or dissatisfied"
2,296,2,5,1,4,4,4,2,"neutral or dissatisfied"
3,277,3,3,5,3,2,2,3,"neutral or dissatisfied"
0,239,2,3,2,2,3,4,0,"neutral or dissatisfied"
0,287,1,1,5,2,2,2,0,"neutral or dissatisfied"
4,2721,3,1,5,5,3,5,3,"satisfied"
1,1020,1,0,4,2,5,4,1,"neutral or dissatisfied"
3,689,3,3,3,2,4,4,3,"neutral or dissatisfied"
2,820,2,1,4,1,2,4,2,"neutral or dissatisfied"
4,3991,5,5,4,3,5,3,2,"satisfied"
3,1773,4,4,4,5,4,4,4,"satisfied"
1,594,1,1,2,1,1,4,1,"neutral or dissatisfied"
4,1639,3,3,4,5,4,2,3,"satisfied"
2,918,2,5,4,3,1,4,2,"neutral or dissatisfied"
1,282,1,1,1,4,3,3,1,"neutral or dissatisfied"
3,338,3,4,4,3,5,4,3,"neutral or dissatisfied"
5,2724,3,3,5,5,3,5,3,"satisfied"
3,425,3,2,4,3,2,4,3,"neutral or dissatisfied"
4,483,1,5,2,5,4,2,5,"neutral or dissatisfied"
3,429,4,0,2,3,2,1,3,"neutral or dissatisfied"
2,399,2,4,1,5,4,4,2,"neutral or dissatisfied"
4,229,4,5,2,3,5,3,4,"neutral or dissatisfied"
4,854,4,4,1,4,5,3,4,"satisfied"
3,585,2,5,5,4,3,3,3,"neutral or dissatisfied"
1,228,4,3,5,4,3,5,4,"neutral or dissatisfied"
4,373,3,2,2,1,4,1,4,"neutral or dissatisfied"
1,468,1,4,2,1,3,4,1,"neutral or dissatisfied"
1,1097,1,4,5,5,5,4,1,"neutral or dissatisfied"
4,1076,4,2,4,5,1,3,2,"satisfied"
4,1096,4,4,1,2,1,1,4,"neutral or dissatisfied"
2,248,2,0,4,1,3,1,2,"neutral or dissatisfied"
3,1672,4,4,3,5,3,1,4,"satisfied"
3,507,3,2,2,2,2,1,3,"neutral or dissatisfied"
3,102,2,4,2,2,2,2,2,"neutral or dissatisfied"
3,689,3,5,1,4,4,3,3,"neutral or dissatisfied"
4,696,2,2,4,4,4,4,2,"satisfied"
3,639,3,5,4,5,3,5,3,"neutral or dissatisfied"
5,993,3,3,1,5,5,2,3,"neutral or dissatisfied"
2,1065,2,3,2,3,2,1,3,"neutral or dissatisfied"
3,912,3,3,5,1,4,3,3,"neutral or dissatisfied"
4,946,4,3,2,1,3,4,4,"neutral or dissatisfied"
4,912,2,2,5,5,4,5,2,"satisfied"
4,781,1,3,1,1,3,1,3,"neutral or dissatisfied"
4,1851,5,5,5,5,5,5,5,"satisfied"
1,628,1,5,1,5,4,5,1,"neutral or dissatisfied"
2,369,2,4,3,1,1,1,2,"neutral or dissatisfied"
1,579,1,2,1,4,1,3,2,"neutral or dissatisfied"
1,862,2,5,4,4,1,3,2,"neutral or dissatisfied"
4,363,4,4,5,4,5,5,4,"satisfied"
4,888,3,2,1,1,1,3,4,"neutral or dissatisfied"
2,2556,4,1,2,4,1,2,4,"neutral or dissatisfied"
2,669,3,5,2,3,3,5,2,"neutral or dissatisfied"
4,237,4,5,1,4,5,3,4,"satisfied"
2,404,2,0,1,3,2,4,2,"neutral or dissatisfied"
5,3895,4,4,5,5,5,5,4,"satisfied"
4,2319,4,2,4,4,4,4,4,"neutral or dissatisfied"
5,366,5,5,3,2,5,5,5,"satisfied"
4,374,4,2,4,4,4,4,4,"neutral or dissatisfied"
3,342,3,3,2,1,2,5,3,"neutral or dissatisfied"
5,3854,4,4,4,4,3,4,4,"satisfied"
1,287,2,5,5,5,1,4,3,"neutral or dissatisfied"
3,2486,3,1,2,2,3,2,3,"neutral or dissatisfied"
1,402,1,1,1,4,4,5,1,"neutral or dissatisfied"
2,447,2,4,4,3,2,3,2,"neutral or dissatisfied"
3,746,3,3,3,1,2,3,3,"neutral or dissatisfied"
5,1992,2,2,4,4,5,4,2,"satisfied"
3,1635,3,4,5,4,4,4,3,"neutral or dissatisfied"
2,2174,3,2,2,3,5,4,3,"satisfied"
5,1558,2,2,4,4,4,4,2,"satisfied"
4,802,4,4,2,2,4,3,4,"satisfied"
1,2065,2,5,3,4,1,4,2,"neutral or dissatisfied"
4,3430,2,2,4,4,3,4,2,"satisfied"
3,376,3,3,1,4,2,4,3,"neutral or dissatisfied"
1,1342,1,5,1,3,4,4,5,"neutral or dissatisfied"
2,317,2,2,4,3,3,1,2,"neutral or dissatisfied"
5,1829,5,5,5,5,4,5,5,"satisfied"
1,153,3,4,5,4,1,5,3,"neutral or dissatisfied"
4,581,4,4,2,3,4,2,3,"satisfied"
5,201,5,5,4,4,3,5,5,"satisfied"
3,373,3,2,3,1,2,4,2,"neutral or dissatisfied"
2,1846,2,3,2,5,4,3,3,"neutral or dissatisfied"
2,550,2,2,3,4,4,4,2,"neutral or dissatisfied"
5,622,2,2,5,5,5,5,2,"satisfied"
5,1730,4,4,3,4,4,3,4,"satisfied"
4,125,1,1,5,5,4,5,1,"satisfied"
4,3784,4,3,4,3,2,4,4,"neutral or dissatisfied"
3,190,3,3,4,1,1,1,3,"neutral or dissatisfied"
4,1062,4,4,2,3,5,4,4,"neutral or dissatisfied"
2,937,2,2,5,3,1,1,2,"neutral or dissatisfied"
4,2496,4,5,5,2,1,1,5,"satisfied"
2,1501,2,1,2,5,1,4,1,"neutral or dissatisfied"
4,1747,4,4,4,4,3,3,4,"satisfied"
5,356,1,1,5,5,4,5,1,"satisfied"
4,89,4,4,4,4,4,4,4,"satisfied"
2,846,2,2,3,5,2,3,2,"neutral or dissatisfied"
4,356,4,4,3,4,5,3,4,"satisfied"
5,3097,3,3,5,3,4,4,3,"satisfied"
5,1927,2,2,4,4,4,4,2,"satisfied"
2,1647,0,4,4,1,5,4,0,"satisfied"
3,775,3,5,2,5,5,4,3,"neutral or dissatisfied"
4,356,4,4,4,1,4,1,4,"satisfied"
3,528,3,5,3,5,1,1,5,"neutral or dissatisfied"
1,337,1,1,4,3,2,3,1,"neutral or dissatisfied"
4,1020,4,4,5,5,3,5,4,"satisfied"
3,748,3,4,1,5,3,4,3,"neutral or dissatisfied"
3,1616,3,2,3,3,1,3,3,"neutral or dissatisfied"
5,719,3,5,4,2,4,4,2,"neutral or dissatisfied"
3,3624,4,4,5,5,2,5,4,"satisfied"
3,919,4,4,1,5,5,3,3,"neutral or dissatisfied"
4,133,3,3,3,3,4,3,3,"neutral or dissatisfied"
3,491,3,1,4,1,3,4,3,"neutral or dissatisfied"
3,545,4,5,2,3,5,5,3,"satisfied"
2,779,2,4,2,4,4,3,4,"neutral or dissatisfied"
4,590,3,3,1,3,2,1,3,"neutral or dissatisfied"
5,1024,5,5,5,4,5,5,5,"satisfied"
2,1107,2,5,2,5,1,1,5,"satisfied"
4,2586,4,4,4,4,5,4,4,"satisfied"
4,3766,2,2,2,2,3,2,3,"neutral or dissatisfied"
2,2072,5,5,5,5,2,2,5,"satisfied"
5,533,2,4,5,2,4,5,2,"neutral or dissatisfied"
4,2760,0,0,3,3,3,3,0,"satisfied"
5,957,5,5,4,4,4,4,5,"satisfied"
2,991,2,2,2,3,5,3,2,"neutral or dissatisfied"
5,67,4,5,4,3,4,3,5,"satisfied"
4,2473,4,4,3,3,3,3,4,"satisfied"
3,529,3,2,2,2,3,1,3,"neutral or dissatisfied"
5,109,5,3,5,3,5,2,3,"satisfied"
5,2034,0,0,5,5,3,5,0,"satisfied"
4,133,0,5,5,5,5,5,0,"satisfied"
5,2369,1,1,4,4,3,4,1,"satisfied"
4,666,4,3,1,5,1,2,4,"neutral or dissatisfied"
4,3485,2,2,4,4,3,4,3,"satisfied"
4,3073,3,3,5,5,3,5,3,"satisfied"
5,2556,5,4,5,4,2,4,5,"satisfied"
5,2615,2,2,4,4,3,4,2,"satisfied"
5,3360,5,1,4,4,3,4,5,"satisfied"
2,1237,3,4,3,3,2,3,4,"neutral or dissatisfied"
5,563,5,4,3,4,5,3,5,"satisfied"
4,545,4,4,2,3,4,5,4,"satisfied"
4,407,3,3,4,4,4,4,3,"satisfied"
4,3043,4,4,4,4,4,3,4,"satisfied"
3,448,3,4,3,2,2,4,3,"neutral or dissatisfied"
1,266,1,0,1,3,2,2,1,"neutral or dissatisfied"
4,834,3,1,3,4,1,3,1,"neutral or dissatisfied"
4,516,3,0,4,5,4,1,4,"neutral or dissatisfied"
2,1023,2,2,4,4,3,2,2,"neutral or dissatisfied"
3,325,1,1,3,1,3,3,1,"neutral or dissatisfied"
3,488,4,4,4,4,1,4,4,"satisfied"
5,547,5,5,5,5,5,5,5,"satisfied"
5,3146,4,4,4,4,5,4,4,"satisfied"
5,888,5,5,5,5,3,2,5,"satisfied"
4,1157,3,4,1,3,4,1,3,"neutral or dissatisfied"
3,507,4,5,4,4,1,4,5,"neutral or dissatisfied"
2,2355,2,2,2,3,2,2,2,"neutral or dissatisfied"
3,446,3,5,5,2,3,4,3,"neutral or dissatisfied"
5,366,2,2,4,4,5,4,2,"satisfied"
5,685,4,4,4,4,3,4,4,"satisfied"
3,925,3,3,4,1,1,3,3,"neutral or dissatisfied"
5,529,5,5,1,3,5,3,5,"satisfied"
1,522,5,5,5,5,2,5,5,"satisfied"
3,2465,1,1,4,4,4,4,1,"satisfied"
2,300,1,0,5,4,2,1,2,"neutral or dissatisfied"
5,507,2,2,4,4,5,4,2,"satisfied"
5,850,5,3,5,3,4,5,5,"satisfied"
4,356,1,1,5,4,5,5,1,"satisfied"
5,228,2,4,3,0,5,3,0,"neutral or dissatisfied"
3,2288,5,5,5,5,4,5,3,"satisfied"
3,1313,3,4,3,5,5,5,3,"neutral or dissatisfied"
4,1050,3,2,3,4,3,2,2,"satisfied"
4,261,3,3,3,3,1,3,3,"neutral or dissatisfied"
0,3801,1,0,5,2,4,2,0,"neutral or dissatisfied"
3,2342,5,5,5,5,4,5,5,"satisfied"
2,1107,2,2,1,3,4,2,2,"neutral or dissatisfied"
4,210,4,4,4,4,4,4,4,"satisfied"
5,2455,0,5,1,1,4,1,0,"satisfied"
5,3472,2,2,5,4,5,5,2,"satisfied"
5,1587,3,3,4,4,5,4,3,"satisfied"
1,575,5,4,5,5,2,5,4,"satisfied"
3,1705,2,2,2,1,4,2,2,"neutral or dissatisfied"
4,101,4,4,5,2,1,2,4,"neutral or dissatisfied"
4,1076,5,5,4,3,5,3,5,"satisfied"
4,332,4,2,4,1,1,1,4,"neutral or dissatisfied"
1,405,2,1,4,2,5,3,1,"neutral or dissatisfied"
2,2139,4,4,2,2,5,3,4,"satisfied"
3,1197,2,3,5,4,2,3,3,"neutral or dissatisfied"
4,689,4,5,1,3,5,1,4,"satisfied"
1,2155,2,2,4,5,4,4,2,"satisfied"
1,851,1,5,2,3,5,3,1,"neutral or dissatisfied"
4,2072,5,5,4,4,3,4,4,"satisfied"
1,134,1,3,1,1,1,1,3,"neutral or dissatisfied"
4,337,4,3,4,5,3,3,3,"neutral or dissatisfied"
4,3773,1,1,4,3,4,5,1,"satisfied"
3,469,3,3,4,3,5,5,3,"neutral or dissatisfied"
1,261,1,4,1,4,4,3,4,"neutral or dissatisfied"
0,1010,0,0,3,1,1,4,0,"satisfied"
3,3031,2,5,2,2,2,2,4,"neutral or dissatisfied"
4,2050,3,3,4,4,5,4,3,"satisfied"
3,530,3,5,3,4,4,2,5,"neutral or dissatisfied"
4,1671,1,1,4,4,5,4,1,"satisfied"
4,221,3,0,2,3,1,2,3,"neutral or dissatisfied"
2,736,4,4,4,4,1,4,3,"satisfied"
1,447,2,1,4,1,2,2,1,"neutral or dissatisfied"
2,283,2,5,2,2,4,4,2,"neutral or dissatisfied"
5,775,3,5,2,2,3,2,3,"satisfied"
5,323,5,5,4,4,4,4,5,"satisfied"
5,1379,3,5,2,3,2,2,3,"neutral or dissatisfied"
2,86,1,5,3,1,5,1,2,"neutral or dissatisfied"
2,811,2,2,5,1,4,1,2,"neutral or dissatisfied"
3,337,3,4,1,5,4,4,3,"neutral or dissatisfied"
2,3234,2,4,2,2,4,4,4,"neutral or dissatisfied"
4,787,4,1,4,3,5,4,1,"satisfied"
1,1643,4,4,4,4,1,4,4,"satisfied"
4,226,0,0,3,3,5,3,0,"satisfied"
2,491,2,3,2,5,1,2,2,"neutral or dissatisfied"
2,919,3,4,3,2,5,5,2,"neutral or dissatisfied"
3,1379,3,5,3,3,3,3,3,"neutral or dissatisfied"
5,2176,3,3,5,5,4,5,3,"satisfied"
2,2479,2,3,2,1,3,2,3,"neutral or dissatisfied"
4,2231,2,2,2,2,1,2,2,"neutral or dissatisfied"
4,460,3,4,4,3,5,4,3,"neutral or dissatisfied"
1,603,1,0,3,5,5,5,1,"neutral or dissatisfied"
5,163,5,0,4,3,3,3,5,"satisfied"
2,1389,4,2,4,4,2,4,2,"neutral or dissatisfied"
3,214,3,4,4,5,1,3,3,"neutral or dissatisfied"
5,2047,1,1,4,4,3,4,1,"satisfied"
3,247,3,5,4,3,5,3,3,"neutral or dissatisfied"
2,359,2,3,2,5,4,3,3,"neutral or dissatisfied"
2,522,2,5,5,1,2,3,2,"neutral or dissatisfied"
1,533,1,5,1,5,3,5,1,"neutral or dissatisfied"
0,315,0,0,4,2,3,5,0,"satisfied"
4,2527,3,3,4,4,3,4,3,"satisfied"
1,1747,1,2,3,2,1,3,2,"neutral or dissatisfied"
